Date,Open,High,Low,Close
2020-06-19,202.55599975585938,203.19400024414062,198.26800537109375,200.17999267578125
2020-06-22,199.99000549316406,201.7760009765625,198.00399780273438,198.86399841308594
2020-06-23,199.7760009765625,202.39999389648438,198.802001953125,200.3560028076172
2020-06-24,198.82200622558594,200.17599487304688,190.6280059814453,192.1699981689453
2020-06-25,190.85400390625,197.1959991455078,187.42999267578125,197.1959991455078
2020-06-26,198.95599365234375,199.0,190.9739990234375,191.947998046875
2020-06-29,193.802001953125,202.0,189.70399475097656,201.8699951171875
2020-06-30,201.3000030517578,217.53799438476562,200.74600219726562,215.96200561523438
2020-07-01,216.60000610351562,227.0659942626953,216.10000610351562,223.92599487304688
2020-07-02,244.29600524902344,245.60000610351562,237.1199951171875,241.73199462890625
2020-07-06,255.33799743652344,275.5580139160156,253.20799255371094,274.3160095214844
2020-07-07,281.00201416015625,285.8999938964844,267.3420104980469,277.97198486328125
2020-07-08,281.0,283.4519958496094,262.26800537109375,273.1759948730469
2020-07-09,279.39801025390625,281.7120056152344,270.2560119628906,278.8559875488281
2020-07-10,279.20001220703125,309.78399658203125,275.2019958496094,308.92999267578125
2020-07-13,331.79998779296875,358.99798583984375,294.22198486328125,299.4119873046875
2020-07-14,311.20001220703125,318.0,286.20001220703125,303.3599853515625
2020-07-15,308.6000061035156,310.0,291.3999938964844,309.2019958496094
2020-07-16,295.4320068359375,306.3420104980469,293.20001220703125,300.12799072265625
2020-07-17,302.69000244140625,307.50201416015625,298.0,300.1679992675781
2020-07-20,303.802001953125,330.0,297.6000061035156,328.6000061035156
2020-07-21,327.9859924316406,335.0,311.6000061035156,313.6719970703125
2020-07-22,319.79998779296875,325.28399658203125,312.3999938964844,318.46600341796875
2020-07-23,335.7900085449219,337.79998779296875,296.15399169921875,302.614013671875
2020-07-24,283.2019958496094,293.0,273.3080139160156,283.3999938964844
2020-07-27,287.0,309.5880126953125,282.6000061035156,307.9200134277344
2020-07-28,300.79998779296875,312.94000244140625,294.8840026855469,295.2980041503906
2020-07-29,300.20001220703125,306.9620056152344,297.3999938964844,299.8219909667969
2020-07-30,297.6000061035156,302.64801025390625,294.20001220703125,297.49798583984375
2020-07-31,303.0,303.4100036621094,284.1960144042969,286.1520080566406
2020-08-03,289.8399963378906,301.9620056152344,288.8760070800781,297.0
2020-08-04,299.00201416015625,305.48199462890625,292.3999938964844,297.3999938964844
2020-08-05,298.5979919433594,299.9679870605469,293.6619873046875,297.0039978027344
2020-08-06,298.1659851074219,303.4620056152344,295.4519958496094,297.9159851074219
2020-08-07,299.9079895019531,299.95001220703125,283.00201416015625,290.5419921875
2020-08-10,289.6000061035156,291.5,277.1679992675781,283.7139892578125
2020-08-11,279.20001220703125,284.0,273.0,274.87799072265625
2020-08-12,294.0,317.0,287.0,310.9519958496094
2020-08-13,322.20001220703125,330.2359924316406,313.4519958496094,324.20001220703125
2020-08-14,332.99798583984375,333.760009765625,325.3280029296875,330.1419982910156
2020-08-17,335.3999938964844,369.1719970703125,334.5660095214844,367.12799072265625
2020-08-18,379.7980041503906,384.7799987792969,369.0220031738281,377.4179992675781
2020-08-19,373.0,382.20001220703125,368.24200439453125,375.70599365234375
2020-08-20,372.135986328125,404.39801025390625,371.4119873046875,400.3659973144531
2020-08-21,408.9519958496094,419.0979919433594,405.010009765625,409.9960021972656
2020-08-24,425.2560119628906,425.79998779296875,385.5039978027344,402.8399963378906
2020-08-25,394.9779968261719,405.5899963378906,393.6000061035156,404.6679992675781
2020-08-26,412.0,433.20001220703125,410.72601318359375,430.6340026855469
2020-08-27,436.0920104980469,459.1199951171875,428.5,447.75
2020-08-28,459.02398681640625,463.697998046875,437.3039855957031,442.67999267578125
2020-08-31,444.6099853515625,500.1400146484375,440.1099853515625,498.32000732421875
2020-09-01,502.1400146484375,502.489990234375,470.510009765625,475.04998779296875
2020-09-02,478.989990234375,479.0400085449219,405.1199951171875,447.3699951171875
2020-09-03,407.2300109863281,431.79998779296875,402.0,407.0
2020-09-04,402.80999755859375,428.0,372.0199890136719,418.32000732421875
2020-09-08,356.0,368.739990234375,329.8800048828125,330.2099914550781
2020-09-09,356.6000061035156,369.0,341.510009765625,366.2799987792969
2020-09-10,386.2099914550781,398.989990234375,360.55999755859375,371.3399963378906
2020-09-11,381.94000244140625,382.5,360.5,372.7200012207031
2020-09-14,380.95001220703125,420.0,373.29998779296875,419.6199951171875
2020-09-15,436.55999755859375,461.94000244140625,430.70001220703125,449.760009765625
2020-09-16,439.8699951171875,457.7900085449219,435.30999755859375,441.760009765625
2020-09-17,415.6000061035156,437.7900085449219,408.0,423.42999267578125
2020-09-18,447.94000244140625,451.0,428.79998779296875,442.1499938964844
2020-09-21,453.1300048828125,455.67999267578125,407.07000732421875,449.3900146484375
2020-09-22,429.6000061035156,437.760009765625,417.6000061035156,424.2300109863281
2020-09-23,405.1600036621094,412.1499938964844,375.8800048828125,380.3599853515625
2020-09-24,363.79998779296875,399.5,351.29998779296875,387.7900085449219
2020-09-25,393.4700012207031,408.7300109863281,391.29998779296875,407.3399963378906
2020-09-28,424.6199951171875,428.0799865722656,415.54998779296875,421.20001220703125
2020-09-29,416.0,428.5,411.6000061035156,419.07000732421875
2020-09-30,421.32000732421875,433.92999267578125,420.4700012207031,429.010009765625
2020-10-01,440.760009765625,448.8800048828125,434.4200134277344,448.1600036621094
2020-10-02,421.3900146484375,439.1300048828125,415.0,415.0899963378906
2020-10-05,423.3500061035156,433.6400146484375,419.3299865722656,425.67999267578125
2020-10-06,423.7900085449219,428.7799987792969,406.04998779296875,413.9800109863281
2020-10-07,419.8699951171875,429.8999938964844,413.8500061035156,425.29998779296875
2020-10-08,438.44000244140625,439.0,425.29998779296875,425.9200134277344
2020-10-09,430.1300048828125,434.5899963378906,426.4599914550781,434.0
2020-10-12,442.0,448.739990234375,438.5799865722656,442.29998779296875
2020-10-13,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844
2020-10-14,449.7799987792969,465.8999938964844,447.3500061035156,461.29998779296875
2020-10-15,450.30999755859375,456.57000732421875,442.5,448.8800048828125
2020-10-16,454.44000244140625,455.95001220703125,438.8500061035156,439.6700134277344
2020-10-19,446.239990234375,447.0,428.8699951171875,430.8299865722656
2020-10-20,431.75,431.75,419.04998779296875,421.94000244140625
2020-10-21,422.70001220703125,432.95001220703125,421.25,422.6400146484375
2020-10-22,441.9200134277344,445.2300109863281,424.510009765625,425.7900085449219
2020-10-23,421.8399963378906,422.8900146484375,407.3800048828125,420.6300048828125
2020-10-26,411.6300048828125,425.760009765625,410.0,420.2799987792969
2020-10-27,423.760009765625,430.5,420.1000061035156,424.67999267578125
2020-10-28,416.4800109863281,418.6000061035156,406.0,406.0199890136719
2020-10-29,409.9599914550781,418.05999755859375,406.4599914550781,410.8299865722656
2020-10-30,406.8999938964844,407.5899963378906,379.1099853515625,388.0400085449219
2020-11-02,394.0,406.9800109863281,392.29998779296875,400.510009765625
2020-11-03,409.7300109863281,427.7699890136719,406.69000244140625,423.8999938964844
2020-11-04,430.6199951171875,435.3999938964844,417.1000061035156,420.9800109863281
2020-11-05,428.29998779296875,440.0,424.0,438.0899963378906
2020-11-06,436.1000061035156,436.57000732421875,424.2799987792969,429.95001220703125
2020-11-09,439.5,452.5,421.0,421.260009765625
2020-11-10,420.0899963378906,420.0899963378906,396.0299987792969,410.3599853515625
2020-11-11,416.45001220703125,418.70001220703125,410.5799865722656,417.1300048828125
2020-11-12,415.04998779296875,423.0,409.5199890136719,411.760009765625
2020-11-13,410.8500061035156,412.5299987792969,401.6600036621094,408.5
2020-11-16,408.92999267578125,412.45001220703125,404.0899963378906,408.0899963378906
2020-11-17,460.1700134277344,462.0,433.010009765625,441.6099853515625
2020-11-18,448.3500061035156,496.0,443.5,486.6400146484375
2020-11-19,492.0,508.6099853515625,487.57000732421875,499.2699890136719
2020-11-20,497.989990234375,502.5,489.05999755859375,489.6099853515625
2020-11-23,503.5,526.0,501.7900085449219,521.8499755859375
2020-11-24,540.4000244140625,559.989990234375,526.2000122070312,555.3800048828125
2020-11-25,550.0599975585938,574.0,545.3699951171875,574.0
2020-11-27,581.1599731445312,598.780029296875,578.4500122070312,585.760009765625
2020-11-30,602.2100219726562,607.7999877929688,554.510009765625,567.5999755859375
2020-12-01,597.5900268554688,597.8499755859375,572.0499877929688,584.760009765625
2020-12-02,556.4400024414062,571.5399780273438,541.2100219726562,568.8200073242188
2020-12-03,590.02001953125,598.969970703125,582.4299926757812,593.3800048828125
2020-12-04,591.010009765625,599.0399780273438,585.5,599.0399780273438
2020-12-07,604.9199829101562,648.7899780273438,603.0499877929688,641.760009765625
2020-12-08,625.510009765625,651.280029296875,618.5,649.8800048828125
2020-12-09,653.6900024414062,654.3200073242188,588.0,604.47998046875
2020-12-10,574.3699951171875,627.75,566.3400268554688,627.0700073242188
2020-12-11,615.010009765625,624.0,596.7999877929688,609.989990234375
2020-12-14,619.0,642.75,610.2000122070312,639.8300170898438
2020-12-15,643.280029296875,646.9000244140625,623.7999877929688,633.25
2020-12-16,628.22998046875,632.5,605.0,622.77001953125
2020-12-17,628.1900024414062,658.8200073242188,619.5,655.9000244140625
2020-12-18,668.9000244140625,695.0,628.5399780273438,695.0
2020-12-21,666.239990234375,668.5,646.0700073242188,649.8599853515625
2020-12-22,648.0,649.8800048828125,614.22998046875,640.3400268554688
2020-12-23,632.2000122070312,651.5,622.5700073242188,645.97998046875
2020-12-24,642.989990234375,666.0900268554688,641.0,661.77001953125
2020-12-28,674.510009765625,681.4000244140625,660.7999877929688,663.6900024414062
2020-12-29,661.0,669.9000244140625,655.0,665.989990234375
2020-12-30,672.0,696.5999755859375,668.3599853515625,694.780029296875
2020-12-31,699.989990234375,718.719970703125,691.1199951171875,705.6699829101562
2021-01-04,719.4600219726562,744.489990234375,717.1900024414062,729.77001953125
2021-01-05,723.6599731445312,740.8400268554688,719.2000122070312,735.1099853515625
2021-01-06,758.489990234375,774.0,749.0999755859375,755.97998046875
2021-01-07,777.6300048828125,816.989990234375,775.2000122070312,816.0399780273438
2021-01-08,856.0,884.489990234375,838.3900146484375,880.02001953125
2021-01-11,849.4000244140625,854.4299926757812,803.6199951171875,811.1900024414062
2021-01-12,831.0,868.0,827.3400268554688,849.4400024414062
2021-01-13,852.760009765625,860.469970703125,832.0,854.4099731445312
2021-01-14,843.3900146484375,863.0,838.75,845.0
2021-01-15,852.0,859.9000244140625,819.0999755859375,826.1599731445312
2021-01-19,837.7999877929688,850.0,833.0,844.5499877929688
2021-01-20,858.739990234375,859.5,837.280029296875,850.4500122070312
2021-01-21,855.0,855.719970703125,841.4199829101562,844.989990234375
2021-01-22,834.3099975585938,848.0,828.6199951171875,846.6400146484375
2021-01-25,855.0,900.4000244140625,838.8200073242188,880.7999877929688
2021-01-26,891.3800048828125,895.9000244140625,871.5999755859375,883.0900268554688
2021-01-27,870.3499755859375,891.5,858.6599731445312,864.1599731445312
2021-01-28,820.0,848.0,801.0,835.4299926757812
2021-01-29,830.0,842.4099731445312,780.0999755859375,793.530029296875
2021-02-01,814.2899780273438,842.0,795.5599975585938,839.8099975585938
2021-02-02,844.6799926757812,880.5,842.2000122070312,872.7899780273438
2021-02-03,877.02001953125,878.0800170898438,853.0599975585938,854.6900024414062
2021-02-04,855.0,856.5,833.4199829101562,849.989990234375
2021-02-05,845.0,864.77001953125,838.969970703125,852.22998046875
2021-02-08,869.6699829101562,877.77001953125,854.75,863.4199829101562
2021-02-09,855.1199951171875,859.7999877929688,841.75,849.4600219726562
2021-02-10,843.6400146484375,844.8200073242188,800.02001953125,804.8200073242188
2021-02-11,812.4400024414062,829.8800048828125,801.72998046875,811.6599731445312
2021-02-12,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875
2021-02-16,818.0,821.0,792.4400024414062,796.219970703125
2021-02-17,779.0900268554688,799.8400268554688,762.010009765625,798.1500244140625
2021-02-18,780.9000244140625,794.6900024414062,776.27001953125,787.3800048828125
2021-02-19,795.0,796.7899780273438,777.3699951171875,781.2999877929688
2021-02-22,762.6400146484375,768.5,710.2000122070312,714.5
2021-02-23,662.1300048828125,713.6099853515625,619.0,698.8400268554688
2021-02-24,711.8499755859375,745.0,694.1699829101562,742.02001953125
2021-02-25,726.1500244140625,737.2100219726562,670.5800170898438,682.219970703125
2021-02-26,700.0,706.7000122070312,659.510009765625,675.5
2021-03-01,690.1099853515625,719.0,685.0499877929688,718.4299926757812
2021-03-02,718.280029296875,721.1099853515625,685.0,686.4400024414062
2021-03-03,687.989990234375,700.7000122070312,651.7100219726562,653.2000122070312
2021-03-04,655.7999877929688,668.4500122070312,600.0,621.4400024414062
2021-03-05,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312
2021-03-08,600.5499877929688,620.1300048828125,558.7899780273438,563.0
2021-03-09,608.1799926757812,678.0900268554688,595.2100219726562,673.5800170898438
